,1,2,3,4,5,6,7,8,9,10
1,2.676999634769905,1.4928780131482835,1.9270148526905284,2.669679814950085,3.715881421962503,4.147629047966886,4.027422692963233,2.5227964450937423,2.938626126126126,3.105125395665936
2,2.7606829802775747,2.0,2.1655405405405403,2.1995982468955444,3.897918188458729,4.284696859021183,3.929145361577794,2.487582176771366,3.087289992695398,2.9597333820306795
3,2.7247382517652787,1.8896396396396395,2.229425371317263,2.4271670318967615,3.7908144631117606,4.238282201120039,3.9917518870221573,2.567719746773801,3.1245130265400536,2.989864864864865
4,2.759009009009009,1.8669345020696373,2.1255478451424397,3.2905405405405403,3.6730581933284636,4.053019235451668,3.943054541027514,2.714055271487704,2.8921962503043583,3.194485025566107
5,2.1767409301193084,0.7347212076941807,1.3109021183345508,2.705046262478695,3.514015704894083,3.989773557341125,4.052623569515461,2.2058984660336014,2.6180606281957632,3.3032322863403945
6,2.0085220355490625,0.4768687606525444,1.185262965668371,2.870130265400536,3.4633856829802774,3.9627617482347213,3.982955928901875,2.1789323106890675,2.5330837594351108,3.3521426832237644
7,2.058071585098612,0.7139030922814706,1.3958789870952033,3.0392622352081813,3.4347759922084244,3.9627160944728512,3.9926953981008033,2.3042975407840274,2.652270513757,3.3455076698319943
8,2.8168066715364013,1.674945215485756,2.1400961772583393,2.970020696372048,3.745799853907962,4.126065254443633,3.9233321158996834,2.769433284635987,3.0644326759191625,3.1551314828341854
9,2.570580715850986,1.2751400048697346,1.8661431701972242,2.9306975894813734,3.656227173119065,4.110649500852204,3.9415327489651815,2.64563550036523,3.1100712198685168,3.200115656196737
10,2.5766070124178233,1.3601777453128805,1.7489956172388605,2.84082055028001,3.683984660336012,3.9362064767470173,3.939310932554176,2.544436328220112,2.7893839785731678,3.3839177014852693
