player,,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10
opponent,,2,3,4,5,6,7,8,9,10,1,3,4,5,6,7,8,9,10,1,2,4,5,6,7,8,9,10,1,2,3,5,6,7,8,9,10,1,2,3,4,6,7,8,9,10,1,2,3,4,5,7,8,9,10,1,2,3,4,5,6,8,9,10,1,2,3,4,5,6,7,9,10,1,2,3,4,5,6,7,8,10,1,2,3,4,5,6,7,8,9
round,ts_length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,16,4.0,2.6875,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.375,4.0,4.0,4.0,4.0,4.0,3.375,4.0,2.6875,2.0625,2.125,3.8125,4.3125,4.3125,2.0625,3.875,3.0625,4.0,4.0,2.4375,4.0,4.0,4.0,4.0,3.5,4.0,4.0,4.0,2.875,4.0,4.0,4.0,4.0,3.625,4.0,4.0,4.0,2.75,4.0,4.0,4.0,4.0,3.25,4.0,4.0,4.0,2.75,4.0,4.0,4.0,4.0,3.5,4.0,4.0,4.0,2.375,4.0,4.0,4.0,4.0,3.375,4.0,4.0,3.0625,2.9375,4.125,3.0,4.1875,4.125,3.0625,3.625,4.0,4.0,3.0625,4.0,4.0,4.0,4.0,4.0,3.625
1,17,4.0,2.6470588235294117,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.3529411764705883,4.0,4.0,4.0,4.0,4.0,3.2941176470588234,4.0,2.6470588235294117,2.0588235294117645,2.1176470588235294,3.1176470588235294,4.352941176470588,4.352941176470588,2.0588235294117645,4.117647058823529,3.176470588235294,4.0,4.0,2.411764705882353,4.0,4.0,4.0,4.0,3.764705882352941,4.0,4.0,4.0,1.6470588235294117,4.0,4.0,4.0,4.0,3.764705882352941,4.0,4.0,4.0,2.588235294117647,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.588235294117647,4.0,4.0,4.0,4.0,3.764705882352941,4.0,4.0,4.0,2.3529411764705883,4.0,4.0,4.0,4.0,3.2941176470588234,4.0,4.0,3.0,2.6470588235294117,4.0588235294117645,4.0588235294117645,4.0,4.0588235294117645,3.0,3.823529411764706,4.0,4.0,2.8823529411764706,4.0,4.0,4.0,4.0,4.0,3.823529411764706
2,5,4.0,2.4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.2,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.4,2.2,2.8,4.4,4.4,4.4,2.2,4.4,3.6,4.0,4.0,2.8,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.2,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.6,4.0,4.0,4.0,4.0,4.0,4.0
3,12,4.0,3.0833333333333335,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0833333333333335,2.0833333333333335,2.1666666666666665,3.25,4.333333333333333,4.333333333333333,2.0833333333333335,4.333333333333333,3.0,4.0,4.0,2.5833333333333335,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.8333333333333335,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.6666666666666665,4.0,4.0,4.0,4.0,3.6666666666666665,4.0,4.0,4.0,2.6666666666666665,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.6666666666666665,4.0,4.0,4.083333333333333,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
4,86,2.383720930232558,2.058139534883721,3.197674418604651,3.5813953488372094,4.395348837209302,4.395348837209302,2.383720930232558,2.755813953488372,3.686046511627907,2.558139534883721,2.0697674418604652,4.0,4.0,4.0,4.0,4.0,2.2325581395348837,4.0,2.2325581395348837,2.011627906976744,2.0232558139534884,3.2325581395348837,3.2093023255813953,2.6511627906976742,2.011627906976744,2.5348837209302326,2.2674418604651163,2.5,4.0,2.0813953488372094,4.0,4.0,4.0,4.0,2.395348837209302,4.0,1.8372093023255813,4.0,1.255813953488372,4.0,4.0,4.0,4.0,1.9767441860465116,4.0,2.4186046511627906,4.0,1.697674418604651,4.0,4.0,4.0,4.0,2.255813953488372,4.0,2.4186046511627906,4.0,2.0697674418604652,4.0,4.0,4.0,4.0,2.604651162790698,4.0,2.558139534883721,4.0,2.0697674418604652,4.0,4.0,4.0,4.0,2.2325581395348837,4.0,2.5813953488372094,2.1744186046511627,2.127906976744186,3.2093023255813953,3.372093023255814,3.5348837209302326,2.895348837209302,2.1744186046511627,2.744186046511628,3.686046511627907,4.0,2.2093023255813953,4.0,4.0,4.0,4.0,4.0,2.686046511627907
5,159,2.106918238993711,1.9433962264150944,2.547169811320755,3.251572327044025,4.440251572327044,4.440251572327044,2.106918238993711,2.20125786163522,3.7547169811320753,2.452830188679245,2.0377358490566038,4.0,4.0,4.0,4.0,4.0,2.2767295597484276,4.0,2.257861635220126,2.006289308176101,2.0125786163522013,3.5345911949685536,3.088050314465409,2.352201257861635,2.006289308176101,2.2955974842767297,2.1446540880503147,2.4213836477987423,4.0,2.0440251572327046,4.0,4.0,4.0,4.0,2.2264150943396226,4.0,1.8679245283018868,4.0,1.1446540880503144,4.0,4.0,4.0,4.0,1.6226415094339623,4.0,2.238993710691824,4.0,1.5471698113207548,4.0,4.0,4.0,4.0,1.849056603773585,4.0,2.238993710691824,4.0,2.0377358490566038,4.0,4.0,4.0,4.0,2.339622641509434,4.0,2.452830188679245,4.0,2.0377358490566038,4.0,4.0,4.0,4.0,2.2767295597484276,4.0,2.610062893081761,2.2452830188679247,2.0754716981132075,2.6666666666666665,3.4465408805031448,3.2327044025157234,2.49685534591195,2.2452830188679247,2.4150943396226414,3.7547169811320753,4.0,2.1132075471698113,4.0,4.0,4.0,4.0,4.0,2.3836477987421385
6,16,4.0,2.8125,4.0,4.0,4.0,4.0,4.0,3.4375,4.0,4.0,2.375,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.5,2.0625,2.125,3.0,4.3125,4.3125,2.0625,4.3125,3.0625,4.0,4.0,2.4375,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.75,4.0,4.0,4.0,4.0,3.875,4.0,4.0,4.0,2.75,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.75,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.375,4.0,4.0,4.0,4.0,4.0,4.0,2.8125,4.0,2.75,4.0,3.5625,4.0,4.0,4.0,4.0,4.0,4.0,3.0625,4.0,4.0,4.0,4.0,4.0,4.0
7,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
8,27,3.4444444444444446,2.4074074074074074,4.148148148148148,3.8518518518518516,4.148148148148148,4.148148148148148,3.4444444444444446,4.148148148148148,3.5555555555555554,3.4444444444444446,2.2222222222222223,4.0,4.0,4.0,4.0,4.0,2.2962962962962963,4.0,2.4074074074074074,2.037037037037037,2.074074074074074,3.4814814814814814,3.962962962962963,4.074074074074074,2.037037037037037,3.7037037037037037,2.8518518518518516,3.4074074074074074,4.0,2.259259259259259,4.0,4.0,4.0,4.0,3.740740740740741,4.0,3.2962962962962963,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.4074074074074074,4.0,2.2962962962962963,4.0,4.0,4.0,4.0,4.0,4.0,3.4074074074074074,4.0,2.2222222222222223,4.0,4.0,4.0,4.0,3.7037037037037037,4.0,3.4444444444444446,4.0,2.2222222222222223,4.0,4.0,4.0,4.0,2.2962962962962963,4.0,3.4074074074074074,2.111111111111111,2.4074074074074074,3.925925925925926,4.0,4.0,4.074074074074074,2.111111111111111,3.925925925925926,3.5555555555555554,4.0,2.6666666666666665,4.0,4.0,4.0,4.0,4.0,3.740740740740741
