,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0.0,3.7032844162297756,3.613678664717191,3.792697183173197,3.833694162636036,3.909231465641181,3.040901086241603,3.816705374294213,2.36251384627212,3.030126277470414,3.51316374779204,1.9651146797850882,1.6818396193584992,3.6671909228582913,3.1706939764019104,3.7032844162297756,3.387936400459113,2.669836167729283,3.1621017691949334,3.395825657966708,3.6897891481270877,3.7742695407423934,4.000333307645495,2.010667546771498
1,3.5332019484747557,0.0,3.6861691258420195,3.5898461787744367,3.6599728950002985,3.9352672268514812,3.074873601160821,3.5976500033947443,2.4733092043501497,3.066407677350226,3.6401384969985973,1.6446552760578315,1.5771065325751767,3.717835290278207,3.124180315517577,3.7826922663411366,3.3346382961093926,2.484305885492045,3.217904071334427,3.4140027195369997,3.7655955412878406,3.7988753661146095,3.971590016064114,1.8734783947577178
2,3.537926433965647,3.777498434690317,0.0,3.6165173524882137,3.687909111076922,3.945959791307744,3.074748671018571,3.596425693663697,2.419027803622845,3.058840103431298,3.6130899746168623,1.7065847992335508,1.6512013243273975,3.71920280693755,3.17010578308118,3.777498434690317,3.2904308435671457,2.652065074852529,3.211623174807739,3.4363408358777114,3.7671286384327924,3.81037861524493,3.981432604116229,2.0269813397529948
3,3.1561213484849997,3.161254123371257,3.1611952999475452,0.0,3.636379535870965,3.7483061609727404,3.430105626844636,3.9807199018884605,3.1767209513842736,3.37888846679539,3.8953168179379105,1.9024276703752179,1.670800769684649,3.5011144781686214,2.6708373161995107,3.161254123371257,3.76808427567597,3.1704586454291332,3.654054708957573,2.873504406071646,3.2722003737787992,3.47376595040552,3.9829292313501075,1.57726237459529
4,2.397150953512867,3.3316704866166464,3.203225480517994,4.065497719583792,0.0,3.7540352214574964,3.313694914701922,3.9104160672276422,3.007217388169441,3.2776592233602884,3.8361971041671468,1.8746202281825175,1.2406908806639567,3.364657079974239,2.7472175660922966,3.3316704866166464,3.6148616686596773,1.8924182547090878,3.434297538828017,3.0245210254883146,3.3410394913617996,3.3819870408299875,4.053064613138501,1.2798370962617485
5,3.0761264267870922,3.5985565396700414,3.4982358373916034,3.9206000173253166,3.6494977446758146,0.0,3.346154501078354,3.678331789585433,3.11307420917621,3.29173475684089,3.8246541829987395,1.911271058459389,1.2836326628281407,3.6329804249912887,2.8685334062019807,3.5985565396700414,3.5957796313873804,2.3284039486314168,3.5754623208363867,3.1737463143569906,3.609078628557956,3.62668640346159,3.9806012765297547,1.3668652984835539
6,2.8553247481925608,3.145848301220849,3.0790263306587384,4.02070939940859,3.7478705940054367,3.7824476325868965,0.0,3.956798462962463,2.5018461682965274,3.049988808380881,3.7148612581924807,2.0443850453703174,2.0728703638907833,3.4575529735962,2.9483510726010813,3.145848301220849,3.3789862937712245,2.808444601182224,3.147638141464033,3.03783615480756,3.2386167968963386,3.644220860092756,3.997796782650477,2.063253039080136
7,3.169921445952161,3.0959435585717516,3.0279007584955866,3.991467078694228,3.654632437022303,3.6272769493939476,3.4158290202578403,0.0,3.186960414075843,3.363321008204486,3.871286859166247,2.0175553225366407,1.5351992134794075,3.2783919411967264,2.68960714519625,3.0959435585717516,3.7551217655800126,2.682444676258048,3.655889958342101,2.857761822471079,3.1459418912544708,3.199449286084391,3.98170159815395,1.495635966969078
8,2.5149323352705117,2.7606612838860847,2.6599003613424843,4.0730571777167475,3.8020869612638,3.93774738836683,2.870027904086892,4.07762200429661,0.0,2.874259128908255,3.701867510613302,2.125222787844794,2.277674816889177,3.435237196348227,2.886007533714838,2.7606612838860847,3.4257223342299334,2.341445830217996,2.7976953794321,2.8202458992327575,2.9028589516542818,3.554482464720648,4.063771171557641,2.369096733846126
9,2.8392072122223775,3.1345649528868407,3.061522344545078,4.027432204723274,3.773225170429182,3.7639438390214273,3.066965718619392,3.9478589250529836,2.50296908383831,0.0,3.7123298681788315,2.03009530881302,2.051764661845448,3.4265572875737424,2.9503395907706946,3.1345649528868407,3.3639599011785872,2.783340685074058,3.1329203281679154,3.034409138292701,3.2104389149397177,3.611440836557792,4.006288631340201,2.0565648142068307
10,3.131244786088378,3.1002173087988814,3.047781610685541,4.009282153686221,3.564276180652305,3.818774660587456,3.3335886259912617,3.977503329111797,2.9974822844703484,3.284799986996876,0.0,1.9598378353256858,1.9715033341428256,3.5386511085077874,2.716264573206969,3.1002173087988814,3.625987569082162,2.825584737396478,3.496863321735968,2.8618046336992293,3.211233723389062,3.6258537730704297,3.951837124630459,1.5245335849386188
11,2.8890034200225503,3.346939170203208,3.242490572706022,4.0558663351609745,4.069794360534544,3.470555262846024,2.784684851520098,3.8009667604407706,2.217862706326941,2.8164283665283874,3.3610599288630394,0.0,2.3590203548550237,3.2498407804886176,3.326166200323742,3.346939170203208,2.8653452384502343,2.780903842940468,2.683799967670282,3.3218380495681052,3.314177120102036,3.2751662231015484,4.069971355370461,2.8838720267153137
12,3.448264632058052,3.600982443558671,3.4914275448232455,3.4786911670116556,4.123856000542695,4.059443327296423,2.8456942106341736,3.6820935013195277,2.2639069367030067,2.8751513079152606,3.0276373203243976,2.240138708871428,0.0,3.6550344414411846,3.5181537780170613,3.600982443558671,2.8645641756122533,2.988511007232827,2.7223961233829868,3.5740964630320993,3.624410893644015,3.9449523202042442,4.124239005468803,2.750456569570353
13,3.3207210436089643,3.6868834302505125,3.589313008722684,3.825491660348951,3.6928212897973505,3.9289606824690972,3.233175635865834,3.6092169427808303,2.859853113304945,3.186096188575291,3.736035921020089,1.8889277260714223,1.5478424177546217,0.0,3.0653851248779116,3.6868834302505125,3.4758328039376343,2.574460010971797,3.447358332882439,3.3048637543907295,3.673549466100824,3.7375482280743952,3.987117709695589,1.8960517796838992
