,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
21,3.124284758,3.739423545,3.628713173,3.478070976,3.59769905,3.913470903,2.952733139,2.947422084,2.77100073,2.922251644,3.532718529,1.431610665,1.167747139,3.653137935,3.037420867,3.739423545,3.131604578,1.975940467,3.086772583,3.329178841,0,3.767941928,3.968574994,2.029720599,2.314463112,1.358153762,2.060612978,2.609279888,3.570717677,3.814387022,3.563169589,3.12317385,2.568861091,3.086772583
22,3.061739104,3.732240687,3.573015583,3.812286949,3.580822376,3.903442294,3.188154371,2.779614074,3.281485878,3.132913319,3.696600317,1.720827246,0.886793888,3.568769783,2.969990261,3.732240687,3.199948259,1.549123448,3.484751644,3.306915023,3.703798393,0,3.963857439,1.959292062,2.091216216,1.125045654,1.745556367,3.089481373,3.431565011,3.851199172,3.701257,3.287710007,2.521381178,3.484751644
23,2.18127587,3.49033662,3.357910275,3.989210494,3.563093499,3.767911493,3.357088507,3.85246226,3.459885561,3.29830168,3.841855369,1.712853056,0.798240808,3.498660823,2.62815011,3.49033662,3.67176467,1.569195885,3.579650597,2.955381057,3.500547845,3.530755418,0,1.42718225,2.483184198,1.492817141,2.818480643,3.928384466,3.478207938,3.978253591,3.999969564,3.629702337,2.620617239,3.579650597
24,2.868471512,3.589040054,3.254702337,2.981662406,4.061145605,3.967996713,2.581507183,2.312226077,2.407672876,2.603907962,3.166544923,1.321843803,1.287938276,3.238008279,3.307706355,3.589040054,2.540449233,1.415403579,2.497854273,3.443678476,3.5095112,3.634100317,4.062545654,0,1.668553689,1.223262113,1.194545897,1.637463477,3.104318846,3.655131483,3.219244582,2.637843925,2.417427563,2.497854273
25,2.583455077,3.359645118,3.213385683,3.932249817,4.034255539,3.764943998,2.918097151,3.210448624,2.864256148,2.891054906,3.562073898,1.785259922,1.692308863,3.384161188,3.184654249,3.359645118,3.061267348,2.620404188,3.125121743,3.237216947,3.357879839,3.642074507,4.123980399,3.12156075,0,1.945580716,2.490945337,3.171977721,3.394235452,4.002739226,3.886276479,3.075222182,2.939265279,3.125121743
26,2.40222486,3.339024836,3.195976382,3.591140127,4.120495495,3.800386535,2.641267957,3.238906136,2.271639883,2.672160336,2.984492939,2.072574263,2.042701485,3.372534697,3.32969625,3.339024836,2.599646944,2.6318785,2.54178841,3.336939981,3.341733626,3.716733626,4.122169467,3.276235695,2.630158875,0,2.048849525,2.802562698,3.392439737,3.699004748,3.253378378,2.733351595,2.991432311,2.54178841
27,3.072330777,3.502328342,3.382426345,3.72050767,3.848536036,3.860010348,2.801984417,3.793431945,2.267454955,2.803901875,3.348399075,2.089785732,2.071143779,3.536538227,3.425082177,3.502328342,3.079726686,2.908677258,2.924138666,3.444256757,3.506087168,3.82508522,4.014837473,3.301999635,2.989256148,2.164201364,0,3.267957146,3.553567081,3.771533358,3.595933772,3.182797663,2.791529705,2.924138666
28,2.923438641,3.398937789,3.298164719,3.960372535,3.563473947,3.439919649,3.089694424,3.901098734,3.025657414,3.066334916,3.724936085,2.009252496,1.97592525,3.207998539,3.002556611,3.398937789,3.273252983,2.837837838,3.141481008,3.146335525,3.358762479,3.150657414,3.973277331,2.960357317,2.899120404,2.20982469,3.202672267,0,3.526235695,3.959322498,3.964161797,3.362871317,3.046627709,3.141481008
29,2.799716947,3.538303506,3.401311785,3.798073411,3.6541271,3.846451181,3.126141344,3.041971025,3.158540297,3.084124665,3.644813733,1.739301802,1.156577185,3.514213538,2.91942111,3.538303506,3.383658997,2.377480521,3.344853299,3.163090455,3.538303506,3.635713416,3.984964694,2.072619917,2.416560141,1.456796323,2.285001217,3.344685902,0,3.861912588,3.710129048,3.31257609,2.621134648,3.344853299
30,2.478618822,3.051695276,2.958272462,3.990564889,3.564371804,3.703889701,3.3622626,3.881239347,3.470903336,3.302273557,3.84616204,1.764304845,1.283235939,3.377328342,2.503637083,3.051695276,3.636672145,2.391937546,3.596725103,2.672769053,3.126841368,3.484295106,3.98236243,1.440924032,2.683954224,1.785122961,3.092129291,3.902027027,3.438930485,0,3.998797784,3.608838568,2.813504383,3.596725103
31,2.844898953,2.793858047,2.753469686,3.998006452,3.547966886,3.309410762,3.38948746,3.918888483,3.505234965,3.325648283,3.854592768,1.899333455,1.803993182,3.090911858,2.47702094,2.793858047,3.685612978,2.502495739,3.62916971,2.591033601,2.906744582,2.948730825,3.97592525,1.671582055,2.759237278,2.112719138,3.365230095,3.910975164,3.335692111,3.981525444,0,3.534651205,3.016557098,3.62916971
32,2.834337716,2.975864378,2.885546019,3.887402605,3.618212807,3.563413075,3.076500487,3.71670319,2.984812515,3.049047358,3.551984417,2.01185476,1.804297541,3.223886048,2.782748965,2.975864378,3.296338568,2.52832055,3.217479304,2.836985634,3.01756148,3.334809472,3.969214147,2.136109082,2.894737643,2.114743121,3.04324933,3.399013879,3.364773557,3.891130996,3.7696159,0,2.909042488,3.217479304
33,2.710813854,3.082313733,2.965607499,3.694774166,3.819271975,3.79822559,2.992360604,3.5196159,2.911842586,2.980810202,3.354273192,1.945641588,1.867147553,3.390446189,2.930469321,3.082313733,3.059912953,2.579194059,3.048134283,2.976488313,3.15946859,3.64453981,4.045166788,2.324674336,2.817445824,2.19971999,2.719092403,3.266678841,3.451576577,3.752145727,3.47050767,3.133887266,0,3.048134283
34,2.591535793,2.979988434,2.918644996,3.946265522,3.567247991,3.794101534,2.882137205,3.766678841,2.64995739,2.87507609,3.537314341,1.959718164,1.921125517,3.486501704,2.819515461,2.979988434,3.178110543,2.591977112,2.965181398,2.871241174,3.139578768,3.764076577,3.933010713,2.252693572,3.193450207,2.203950572,2.795090699,3.171992939,3.543218895,3.948335159,3.996225956,3.291666667,3.008339421,0
