Datetime,2015-11-30-18-01-45,,,,
Monitoring type,private,,,,
RandomSeed,282,,,,
Repeats,1000,,,,
Average ts_length,32.856,,,,
Number of strategies,34,,,,
Str_numbers,Strategy name,Avarage(session based),Rank(session based),Avarage(stage based),Rank(stage based)
1,kandori.Strategy1,3.26185694935,11,3.07689154142,17
2,kandori.Strategy2,3.18683793402,28,2.96248275302,30
3,kandori.Strategy3,3.20701196443,25,2.98491950181,27
4,kandori.Strategy4,3.28292840085,6,3.15821380348,4
5,kandori.Strategy5,3.15169462273,30,2.94704025278,31
6,kandori.Strategy6,3.2253185511,20,3.03027028872,22
7,kandori.Strategy7,3.22530006545,21,3.0378912389,19
8,kandori.Strategy8,3.23953624804,18,3.18003676281,3
9,kandori.Strategy9,3.13169585921,32,2.98614984764,26
10,kandori.Strategy10,3.21415071458,24,3.02225551719,23
11,kandori.Strategy11,3.26022879077,13,3.09888420361,12
12,kandori.Strategy12,3.18202404489,29,2.98471429046,28
13,kandori.Strategy13,3.22365890618,22,3.02011532417,24
14,kandori.Strategy14,3.2533776095,15,3.05844050439,18
15,kandori.Strategy15,3.11825963588,33,2.88672656071,33
16,kandori.Strategy16,3.18683793402,27,2.96248275302,29
17,kandori.Strategy17,3.28319444301,5,3.11118305037,8
18,kandori.Strategy18,3.29221422359,4,3.08477765235,15
19,kandori.Strategy19,3.27714338095,7,3.10678599361,10
20,kandori.Strategy20,3.14931699168,31,2.91811513602,32
21,kandori.Strategy21,3.21613674942,23,2.99989255226,25
22,kandori.Strategy22,3.2314224347,19,3.03387232441,20
23,kandori.Strategy23,3.26166759493,12,3.10700965093,9
24,kandori.Strategy24,3.01784168858,34,2.75450312106,34
25,Iida_imperfect_private.Iida_iprm,3.32968984981,3,3.15335651991,5
26,kato.KatoStrategy,3.19399658213,26,3.0325557437,21
27,ikegami_imperfect_private.Self_Centered_private,3.36832832033,1,3.22036102442,1
28,mhanami_Imperfect_Private_Strategy.ImPrivStrategy,3.34855388911,2,3.21639329747,2
29,tsuyoshi.GrimTrigger,3.26353100957,10,3.08532503634,14
30,gistfile1.MyStrategy,3.26690016887,9,3.116454907,7
31,beeleb_Strategy.beeleb,3.24599814382,17,3.11707976404,6
32,oyama.OyamaImperfectPrivateMonitoring,3.25587152831,14,3.0873660823,13
33,ogawa.ogawa,3.24771633544,16,3.08311198176,16
34,yamagishi_impd.yamagishi,3.27714338095,8,3.10678599361,11
