,1,2,3,4,5,6,7,8,9,10
1,0,1.492878013,1.927014853,2.669679815,3.715881422,4.147629048,4.027422693,2.522796445,2.938626126,3.105125396
2,2.76068298,0,2.165540541,2.199598247,3.897918188,4.284696859,3.929145362,2.487582177,3.087289993,2.959733382
3,2.724738252,1.88963964,0,2.427167032,3.790814463,4.238282201,3.991751887,2.567719747,3.124513027,2.989864865
4,2.759009009,1.866934502,2.125547845,0,3.673058193,4.053019235,3.943054541,2.714055271,2.89219625,3.194485026
5,2.17674093,0.734721208,1.310902118,2.705046262,0,3.989773557,4.05262357,2.205898466,2.618060628,3.303232286
6,2.008522036,0.476868761,1.185262966,2.870130265,3.463385683,0,3.982955929,2.178932311,2.533083759,3.352142683
7,2.058071585,0.713903092,1.395878987,3.039262235,3.434775992,3.962716094,0,2.304297541,2.652270514,3.34550767
8,2.816806672,1.674945215,2.140096177,2.970020696,3.745799854,4.126065254,3.923332116,0,3.064432676,3.155131483
9,2.570580716,1.275140005,1.86614317,2.930697589,3.656227173,4.110649501,3.941532749,2.6456355,0,3.200115656
10,2.576607012,1.360177745,1.748995617,2.84082055,3.68398466,3.936206477,3.939310933,2.544436328,2.789383979,0
