,1,2,3,4,5,6,7,8,9,10
1,0,1.282604069,2.175116849,3.07277775,3.766880182,4.098946689,4.079956466,3.118181024,3.460344974,3.32856796
2,3.076093897,0,2.47341535,2.593253978,4.045461711,4.411501417,4.283214535,3.087615635,3.678073343,3.189923252
3,3.004674645,1.684389766,0,2.823660214,3.820882833,4.251198844,4.185286263,3.11273032,3.621324281,3.202049849
4,3.116715117,1.604497348,2.296059389,0,3.748779568,4.045586725,4.014066595,3.225357203,3.423238078,3.368610869
5,2.743069751,0.636358859,1.742193746,3.016848343,0,3.999280677,4.061544786,2.927303991,3.318520621,3.420338919
6,2.635742645,0.392332389,1.660635699,3.114029985,3.576332084,0,3.99034063,2.912287702,3.29647065,3.455093349
7,2.620682847,0.477856976,1.752866673,3.128183189,3.538571228,3.968832055,0,2.954474546,3.342303988,3.430186237
8,3.107260092,1.27492291,2.253454038,3.17515427,3.745178102,4.070509227,3.996860509,0,3.511012511,3.344425756
9,2.891696366,0.881284438,2.005396593,3.174542348,3.668316308,4.049141098,4.002494239,3.126348666,0,3.391936254
10,3.002230362,1.206717832,2.043203749,3.102890833,3.737029022,3.958706145,3.997712398,3.13274503,3.362123239,0
